,Median OR,95% Interval,90% Interval,75% Interval
5-methylhexanoate (i7:0),1.0,"(1.0, 1.0)","(1.0, 1.0)","(1.0, 1.0)"
astaxanthin,1.0,"(1.0, 1.0)","(1.0, 1.0)","(1.0, 1.0)"
aspartate,1.0,"(1.0, 1.0)","(1.0, 1.0)","(1.0, 1.0)"
asparagine,1.0,"(1.0, 1.0)","(1.0, 1.0)","(1.0, 1.0)"
asmol,1.0,"(1.0, 1.0)","(1.0, 1.0)","(1.0, 1.0)"
ascorbic acid 3-sulfate*,1.0,"(1.0, 1.0)","(1.0, 1.0)","(1.0, 1.0)"
ascorbic acid 2-sulfate,1.0,"(1.0, 1.0)","(1.0, 1.0)","(1.0, 1.0)"
argininosuccinate,1.0,"(1.0, 1.0)","(1.0, 1.0)","(1.0, 1.0)"
arginine,1.0,"(1.0, 1.0)","(1.0, 1.0)","(1.0, 1.0)"
argininate*,1.0,"(1.0, 1.16742445)","(1.0, 1.16520845)","(1.0, 1.12344516)"
arachidoylcarnitine (C20)*,1.0,"(1.0, 1.0)","(1.0, 1.0)","(1.0, 1.0)"
arachidoyl ethanolamide (20:0)*,1.0,"(1.0, 1.0)","(1.0, 1.0)","(1.0, 1.0)"
arachidonoyl ethanolamide,1.0,"(1.0, 1.0)","(1.0, 1.0)","(1.0, 1.0)"
arachidonate (20:4n6),1.0,"(1.0, 1.0)","(1.0, 1.0)","(1.0, 1.0)"
arachidate (20:0),1.0,"(1.0, 1.0)","(1.0, 1.0)","(1.0, 1.0)"
arabonate/xylonate,1.0,"(1.0, 1.0)","(1.0, 1.0)","(1.0, 1.0)"
arabinose,1.0,"(1.0, 1.0)","(1.0, 1.0)","(1.0, 1.0)"
apiin,1.0,"(1.0, 1.0)","(1.0, 1.0)","(1.0, 1.0)"
atenolol,1.0,"(1.0, 1.0)","(1.0, 1.0)","(1.0, 1.0)"
apigenin sulfate (1),1.0,"(1.0, 1.0)","(1.0, 1.0)","(1.0, 1.0)"
atorvastatin (lipitor),1.0,"(1.0, 1.0)","(1.0, 1.0)","(1.0, 1.0)"
azelate (C9-DC),1.0,"(1.0, 1.0)","(1.0, 1.0)","(1.0, 1.0)"
"bilirubin degradation product, C16H18N2O5 (1)",1.0,"(1.0, 1.0)","(1.0, 1.0)","(1.0, 1.0)"
"bilirubin (E,Z or Z,E)*",1.0,"(1.0, 1.0)","(1.0, 1.0)","(1.0, 1.0)"
"bilirubin (E,E)*",1.0,"(1.0, 1.0)","(1.0, 1.0)","(1.0, 1.0)"
bilirubin,1.0,"(1.0, 1.0)","(1.0, 1.0)","(1.0, 1.0)"
betaine,1.0,"(1.0, 1.0)","(1.0, 1.0)","(1.0, 1.0)"
beta-sitosterol,1.0,"(1.0, 1.0)","(1.0, 1.0)","(1.0, 1.0)"
beta-hydroxyisovaleroylcarnitine,1.0,"(1.0, 1.0)","(1.0, 1.0)","(1.0, 1.0)"
beta-hydroxyisovalerate,1.0,"(1.0, 1.0)","(1.0, 1.0)","(1.0, 1.0)"
beta-guanidinopropanoate,1.0,"(1.0, 1.0)","(1.0, 1.0)","(1.0, 1.0)"
beta-cryptoxanthin,1.0,"(1.0, 1.0)","(1.0, 1.0)","(1.0, 1.0)"
beta-citrylglutamate,1.0,"(1.0, 1.0)","(1.0, 1.0)","(1.0, 1.0)"
beta-alanine,1.0,"(1.0, 1.0)","(1.0, 1.0)","(1.0, 1.0)"
berberine,1.0,"(1.0, 1.0)","(1.0, 1.0)","(1.0, 1.0)"
benzoate,1.0,"(1.0, 0.66318586)","(1.0, 0.69949264)","(1.0, 0.80823696)"
behenoylcarnitine (C22)*,1.0,"(1.0, 0.75351979)","(1.0, 0.81001704)","(1.0, 0.94828518)"
behenoyl sphingomyelin (d18:1/22:0)*,1.0,"(1.0, 1.03561971)","(1.0, 1.01816298)","(1.0, 1.0)"
behenoyl ethanolamide (22:0)*,1.0,"(1.0, 1.0)","(1.0, 1.0)","(1.0, 1.0)"
atorvastatin lactone,1.0,"(1.0, 1.0)","(1.0, 1.0)","(1.0, 1.0)"
apigenin,1.0,"(1.0, 1.0)","(1.0, 1.0)","(1.0, 1.0)"
anthranilate,1.0,"(1.0, 1.0)","(1.0, 1.0)","(1.0, 1.0)"
anserine,1.0,"(1.0, 1.0)","(1.0, 1.0)","(1.0, 1.0)"
agmatine,1.0,"(1.0, 1.0)","(1.0, 1.0)","(1.0, 1.0)"
adrenate (22:4n6),1.0,"(1.0, 1.0)","(1.0, 1.0)","(1.0, 1.0)"
adipoylcarnitine (C6-DC),1.0,"(1.0, 1.0)","(1.0, 1.0)","(1.0, 1.0)"
adipate,1.0,"(1.0, 1.0)","(1.0, 1.0)","(1.0, 1.0)"
adenosine,1.0,"(1.0, 1.0)","(1.0, 1.0)","(1.0, 1.0)"
adenine,1.0,"(1.0, 1.0)","(1.0, 1.0)","(1.0, 1.0)"
aconitate [cis or trans],1.0,"(1.0, 0.90158586)","(1.0, 0.96357977)","(1.0, 1.0)"
acisoga,1.0,"(1.0, 0.73919021)","(1.0, 0.93099628)","(1.0, 0.97404283)"
acetylcarnitine (C2),1.0,"(1.0, 1.0)","(1.0, 1.0)","(1.0, 1.0)"
acetylagmatine,1.0,"(1.0, 1.0)","(1.0, 1.0)","(1.0, 1.0)"
acesulfame,1.0,"(1.0, 0.9981018)","(1.0, 1.0)","(1.0, 1.0)"
Urolithin A,1.0,"(1.0, 1.0)","(1.0, 1.0)","(1.0, 1.0)"
TMP,1.0,"(1.0, 1.0)","(1.0, 1.0)","(1.0, 1.0)"
THC carboxylic acid glucuronide,1.0,"(1.0, 1.0)","(1.0, 1.0)","(1.0, 1.0)"
THC carboxylic acid,1.0,"(1.0, 1.0)","(1.0, 1.0)","(1.0, 1.0)"
SQDG (18:3/16:0),1.0,"(1.0, 1.0)","(1.0, 1.0)","(1.0, 1.0)"
S-methylmethionine,1.0,"(1.0, 1.0)","(1.0, 1.0)","(1.0, 1.0)"
alanine,1.0,"(1.0, 1.0)","(1.0, 1.0)","(1.0, 1.0)"
alanyl-glutamyl-meso-diaminopimelate,1.0,"(1.0, 1.06651892)","(1.0, 1.00803209)","(1.0, 1.0)"
alanylleucine,1.0,"(1.0, 1.0)","(1.0, 1.0)","(1.0, 1.0)"
allantoin,1.0,"(1.0, 1.0)","(1.0, 1.0)","(1.0, 1.0)"
androsterone sulfate,1.0,"(1.0, 1.0)","(1.0, 1.0)","(1.0, 1.0)"
androsterone glucuronide,1.0,"(1.0, 1.0)","(1.0, 1.0)","(1.0, 1.0)"
"androstenediol (3beta,17beta) monosulfate (2)",1.0,"(1.0, 1.0)","(1.0, 1.0)","(1.0, 1.0)"
"androstenediol (3beta,17beta) monosulfate (1)",1.0,"(1.0, 1.0)","(1.0, 1.0)","(1.0, 1.0)"
"androstenediol (3beta,17beta) disulfate (2)",1.0,"(1.0, 1.0)","(1.0, 1.0)","(1.0, 1.0)"
"androstenediol (3beta,17beta) disulfate (1)",1.0,"(1.0, 1.0)","(1.0, 1.0)","(1.0, 1.0)"
"androstenediol (3alpha, 17alpha) monosulfate (2)",1.0,"(1.0, 1.0)","(1.0, 1.0)","(1.0, 1.0)"
amlodipine,1.0,"(1.0, 1.0)","(1.0, 1.0)","(1.0, 1.0)"
"bilirubin degradation product, C16H18N2O5 (2)",1.0,"(1.0, 1.0)","(1.0, 1.0)","(1.0, 1.0)"
alpha-tocotrienol,1.0,"(1.0, 1.0)","(1.0, 1.0)","(1.0, 1.0)"
alpha-tocopherol,1.0,"(1.0, 1.0)","(1.0, 1.0)","(1.0, 1.0)"
alpha-ketoglutarate,1.0,"(1.0, 1.0)","(1.0, 1.0)","(1.0, 1.0)"
alpha-ketoglutaramate*,1.0,"(1.0, 1.0)","(1.0, 1.0)","(1.0, 1.0)"
alpha-hydroxymetoprolol,1.0,"(1.0, 1.0)","(1.0, 1.0)","(1.0, 1.0)"
alpha-hydroxyisovalerate,1.0,"(1.0, 1.0)","(1.0, 1.0)","(1.0, 1.0)"
alpha-hydroxyisocaproate,1.0,"(1.0, 1.0)","(1.0, 1.0)","(1.0, 1.0)"
alpha-CEHC sulfate,1.0,"(1.0, 1.0)","(1.0, 1.0)","(1.0, 1.0)"
allo-threonine,1.0,"(1.0, 1.0)","(1.0, 1.0)","(1.0, 1.0)"
alpha-tocopherol acetate,1.0,"(1.0, 1.0)","(1.0, 1.0)","(1.0, 1.0)"
S-methylcysteine sulfoxide,1.0,"(1.0, 1.0)","(1.0, 1.0)","(1.0, 1.0)"
"bilirubin degradation product, C16H18N2O5 (3)",1.0,"(1.0, 1.0)","(1.0, 1.0)","(1.0, 1.0)"
"bilirubin degradation product, C17H18N2O4 (1)",1.0,"(1.0, 1.0)","(1.0, 1.0)","(1.0, 1.0)"
citalopram/escitalopram,1.0,"(1.0, 1.0)","(1.0, 1.0)","(1.0, 1.0)"
citalopram propionate*,1.0,"(1.0, 1.0)","(1.0, 1.0)","(1.0, 1.0)"
cis-urocanate,1.0,"(1.0, 1.0)","(1.0, 1.0)","(1.0, 1.0)"
"cis-3,4-methyleneheptanoylglycine",1.0,"(1.0, 1.0)","(1.0, 1.0)","(1.0, 1.0)"
"cis-3,4-methyleneheptanoylcarnitine",1.0,"(1.0, 1.0)","(1.0, 1.0)","(1.0, 1.0)"
"cis-3,4-methyleneheptanoate",1.0,"(1.0, 1.0)","(1.0, 1.0)","(1.0, 1.0)"
ciprofloxacin,1.0,"(1.0, 1.0)","(1.0, 1.0)","(1.0, 1.0)"
cimetidine,1.0,"(1.0, 1.0)","(1.0, 1.0)","(1.0, 1.0)"
ciliatine (2-aminoethylphosphonate),1.0,"(1.0, 1.0)","(1.0, 1.0)","(1.0, 1.0)"
chrysoeriol,1.0,"(1.0, 1.0)","(1.0, 1.0)","(1.0, 1.0)"
chrysin,1.0,"(1.0, 1.0)","(1.0, 1.0)","(1.0, 1.0)"
cholic acid glucuronide,1.0,"(1.0, 1.0)","(1.0, 1.0)","(1.0, 1.0)"
cholesterol,1.0,"(1.0, 1.0)","(1.0, 1.0)","(1.0, 1.0)"
cholate sulfate,1.0,"(1.0, 1.0)","(1.0, 1.0)","(1.0, 1.0)"
cholate,1.0,"(1.0, 1.0)","(1.0, 1.0)","(1.0, 1.0)"
chlorothiazide,1.0,"(1.0, 1.0)","(1.0, 1.0)","(1.0, 1.0)"
chiro-inositol,1.0,"(1.0, 1.0)","(1.0, 1.0)","(1.0, 1.0)"
citraconate/glutaconate,1.0,"(1.0, 1.0)","(1.0, 1.0)","(1.0, 1.0)"
chenodeoxycholic acid sulfate (2),1.0,"(1.0, 1.0)","(1.0, 1.0)","(1.0, 1.0)"
citrate,1.0,"(1.0, 1.0)","(1.0, 1.0)","(1.0, 1.0)"
coprostanol,1.0,"(1.0, 1.0)","(1.0, 1.0)","(1.0, 1.0)"
cysteinylglycine disulfide*,1.0,"(1.0, 1.0)","(1.0, 1.0)","(1.0, 1.0)"
cysteinylglycine,1.0,"(1.0, 1.0)","(1.0, 1.0)","(1.0, 1.0)"
cysteine sulfinic acid,1.0,"(1.0, 1.0)","(1.0, 1.0)","(1.0, 1.0)"
cysteine s-sulfate,1.0,"(1.0, 1.0)","(1.0, 1.0)","(1.0, 1.0)"
cysteine,1.0,"(1.0, 1.0)","(1.0, 1.0)","(1.0, 1.0)"
cyclobenzaprine,1.0,"(1.0, 1.0)","(1.0, 1.0)","(1.0, 1.0)"
cyclo(pro-sulfo-tyr)*,1.0,"(1.0, 1.0)","(1.0, 1.0)","(1.0, 1.0)"
curcumin,1.0,"(1.0, 1.0)","(1.0, 1.0)","(1.0, 1.0)"
cryptochlorogenic acid,1.0,"(1.0, 1.0)","(1.0, 1.0)","(1.0, 1.0)"
creatinine,1.0,"(1.0, 1.0)","(1.0, 1.0)","(1.0, 1.0)"
xanthurenate,1.0,"(1.0, 1.0)","(1.0, 1.0)","(1.0, 1.0)"
coumaroylquinate (5),1.0,"(1.0, 1.0)","(1.0, 1.0)","(1.0, 1.0)"
coumaroylquinate (4),1.0,"(1.0, 1.9921212)","(1.0, 1.97842288)","(1.0, 1.50531172)"
coumaroylquinate (3),1.0,"(1.0, 1.0)","(1.0, 1.0)","(1.0, 1.0)"
coumaroylquinate (2),1.0,"(1.0, 1.0)","(1.0, 1.0)","(1.0, 1.0)"
coumaroylquinate (1),1.0,"(1.0, 1.0)","(1.0, 1.0)","(1.0, 1.0)"
cortolone glucuronide (1),1.0,"(1.0, 1.0)","(1.0, 1.0)","(1.0, 1.0)"
citrulline,1.0,"(1.0, 1.0)","(1.0, 1.0)","(1.0, 1.0)"
chenodeoxycholic acid sulfate (1),1.0,"(1.0, 1.0)","(1.0, 1.0)","(1.0, 1.0)"
chenodeoxycholate,1.0,"(1.0, 1.0)","(1.0, 1.0)","(1.0, 1.0)"
cetirizine,1.0,"(1.0, 1.0)","(1.0, 1.0)","(1.0, 1.0)"
caffeate,1.0,"(1.0, 1.0)","(1.0, 1.0)","(1.0, 1.0)"
cadaverine,1.0,"(1.0, 1.0)","(1.0, 1.0)","(1.0, 1.0)"
butyrylputrescine/isobutyrylputrescine,1.0,"(1.0, 1.0)","(1.0, 1.0)","(1.0, 1.0)"
butyrylglycine (C4),1.0,"(1.0, 1.0)","(1.0, 1.0)","(1.0, 1.0)"
butyrate/isobutyrate (4:0),1.0,"(1.0, 1.0)","(1.0, 1.0)","(1.0, 1.0)"
bufotenine,1.0,"(1.0, 1.0)","(1.0, 1.0)","(1.0, 1.0)"
brilliant blue FCF (blue 1),1.0,"(1.0, 1.0)","(1.0, 1.0)","(1.0, 1.0)"
"branched-chain, straight-chain, or cyclopropyl 10:1 fatty acid (1)*",1.0,"(1.0, 1.0)","(1.0, 1.0)","(1.0, 1.0)"
branched chain 14:0 dicarboxylic acid,1.0,"(1.0, 1.0)","(1.0, 1.0)","(1.0, 1.0)"
biotin,1.0,"(1.0, 1.0)","(1.0, 1.0)","(1.0, 1.0)"
biopterin,1.0,"(1.0, 1.0)","(1.0, 1.0)","(1.0, 1.0)"
biocytin,1.0,"(1.0, 1.0)","(1.0, 1.0)","(1.0, 1.0)"
biliverdin,1.0,"(1.0, 1.0)","(1.0, 1.0)","(1.0, 1.0)"
"bilirubin degradation product, C17H20N2O5 (2)",1.0,"(1.0, 1.0)","(1.0, 1.0)","(1.0, 1.0)"
"bilirubin degradation product, C17H20N2O5 (1)",1.0,"(1.0, 1.0)","(1.0, 1.0)","(1.0, 1.0)"
"bilirubin degradation product, C17H18N2O4 (3)",1.0,"(1.0, 1.0)","(1.0, 1.0)","(1.0, 1.0)"
"bilirubin degradation product, C17H18N2O4 (2)",1.0,"(1.0, 1.0)","(1.0, 1.0)","(1.0, 1.0)"
caffeic acid sulfate,1.0,"(1.0, 1.0)","(1.0, 1.0)","(1.0, 1.0)"
caffeine,1.0,"(1.0, 1.0)","(1.0, 1.0)","(1.0, 1.0)"
calystegine A3,1.0,"(1.0, 1.0)","(1.0, 1.0)","(1.0, 1.0)"
campesterol,1.0,"(1.0, 1.0)","(1.0, 1.0)","(1.0, 1.0)"
"ceramide (d18:2/24:1, d18:1/24:2)*",1.0,"(1.0, 1.0)","(1.0, 1.0)","(1.0, 1.0)"
"ceramide (d18:1/20:0, d16:1/22:0, d20:1/18:0)*",1.0,"(1.0, 1.0)","(1.0, 1.0)","(1.0, 1.0)"
"ceramide (d18:1/17:0, d17:1/18:0)*",1.0,"(1.0, 1.0)","(1.0, 1.0)","(1.0, 1.0)"
"ceramide (d18:1/14:0, d16:1/16:0)*",1.0,"(1.0, 1.0)","(1.0, 1.0)","(1.0, 1.0)"
"ceramide (d16:1/24:1, d18:1/22:1)*",1.0,"(1.0, 1.0)","(1.0, 1.0)","(1.0, 1.0)"
catechol sulfate,1.0,"(1.0, 1.0)","(1.0, 1.0)","(1.0, 1.0)"
catechol,1.0,"(1.0, 1.0)","(1.0, 1.0)","(1.0, 1.0)"
catechin,1.0,"(1.0, 1.0)","(1.0, 1.0)","(1.0, 1.0)"
"bilirubin degradation product, C16H18N2O5 (4)",1.0,"(1.0, 1.0)","(1.0, 1.0)","(1.0, 1.0)"
carotene diol (2),1.0,"(1.0, 1.0)","(1.0, 1.0)","(1.0, 1.0)"
carnitine,1.0,"(1.0, 1.0)","(1.0, 1.0)","(1.0, 1.0)"
cardol triene,1.0,"(1.0, 1.0)","(1.0, 1.0)","(1.0, 1.0)"
carboxyibuprofen,1.0,"(1.0, 1.0)","(1.0, 1.0)","(1.0, 1.0)"
carboxyethyl-GABA,1.0,"(1.0, 1.0)","(1.0, 1.0)","(1.0, 1.0)"
carboxy-methyl-arginine,1.0,"(1.0, 1.0)","(1.0, 1.0)","(1.0, 1.0)"
caprylate (8:0),1.0,"(1.0, 1.0)","(1.0, 1.0)","(1.0, 1.0)"
caproate (6:0),1.0,"(1.0, 1.0)","(1.0, 1.0)","(1.0, 1.0)"
caprate (10:0),1.0,"(1.0, 1.0)","(1.0, 1.0)","(1.0, 1.0)"
carotene diol (1),1.0,"(1.0, 1.0)","(1.0, 1.0)","(1.0, 1.0)"
S-methylcysteine,1.0,"(1.0, 1.0)","(1.0, 1.0)","(1.0, 1.0)"
S-carboxymethyl-L-cysteine,1.0,"(1.0, 1.0)","(1.0, 1.0)","(1.0, 1.0)"
S-carboxyethylcysteine,1.0,"(1.0, 1.0)","(1.0, 1.0)","(1.0, 1.0)"
N-acetyl-cadaverine,1.0,"(1.0, 1.0)","(1.0, 1.0)","(1.0, 1.0)"
N-acetyl-beta-glucosaminylamine,1.0,"(1.0, 1.0)","(1.0, 1.0)","(1.0, 1.0)"
N-acetyl-beta-alanine,1.0,"(1.0, 1.0)","(1.0, 1.0)","(1.0, 1.0)"
N-acetyl-aspartyl-glutamate (NAAG),1.0,"(1.0, 1.0)","(1.0, 1.0)","(1.0, 1.0)"
N-acetyl-S-allyl-L-cysteine,1.0,"(1.0, 1.0)","(1.0, 1.0)","(1.0, 1.0)"
N-acetyl-3-methylhistidine*,1.0,"(1.0, 0.67314131)","(1.0, 0.70609888)","(1.0, 0.75533041)"
N-acetyl-2-aminooctanoate*,1.0,"(1.0, 1.0)","(1.0, 1.0)","(1.0, 1.0)"
"N-[3',4'-dihydroxy-(E)-cinnamoyl]-L-tyrosine",1.0,"(1.0, 1.0)","(1.0, 1.0)","(1.0, 1.0)"
N-(2-hydroxypalmitoyl)-sphingosine (d18:1/16:0(2OH)),1.0,"(1.0, 1.0)","(1.0, 1.0)","(1.0, 1.0)"
N-(2-furoyl)glycine,1.0,"(1.0, 1.0)","(1.0, 1.0)","(1.0, 1.0)"
"N,N-dimethylalanine",1.0,"(1.0, 1.0)","(1.0, 1.0)","(1.0, 1.0)"
"N,N-dimethyl-5-aminovalerate",1.0,"(1.0, 1.0)","(1.0, 1.0)","(1.0, 1.0)"
"N,N,N-trimethyl-alanylproline betaine (TMAP)",1.0,"(1.0, 1.0)","(1.0, 1.0)","(1.0, 1.0)"
"N,N,N-trimethyl-5-aminovalerate",1.0,"(1.0, 1.0)","(1.0, 1.0)","(1.0, 1.0)"
N(1)-acetylspermine,1.0,"(1.0, 1.0)","(1.0, 1.0)","(1.0, 1.0)"
LAHSA (18:2/OH-18:0)*,1.0,"(1.0, 1.08708522)","(1.0, 1.07993408)","(1.0, 1.0)"
L-urobilin,1.0,"(1.0, 1.0)","(1.0, 1.0)","(1.0, 1.0)"
N-acetyl-isoputreanine,1.0,"(1.0, 1.0)","(1.0, 1.0)","(1.0, 1.0)"
I-urobilinogen,1.0,"(1.0, 1.0)","(1.0, 1.0)","(1.0, 1.0)"
N-acetylalanine,1.0,"(1.0, 1.0)","(1.0, 1.0)","(1.0, 1.0)"
N-acetylarginine,1.0,"(1.0, 0.99780242)","(1.0, 1.0)","(1.0, 1.0)"
N-acetylleucine,1.0,"(1.0, 1.0)","(1.0, 1.0)","(1.0, 1.0)"
N-acetylisoleucine,1.0,"(1.0, 1.0)","(1.0, 1.0)","(1.0, 1.0)"
N-acetylhomocitrulline,1.0,"(1.0, 1.0)","(1.0, 1.0)","(1.0, 1.0)"
N-acetylhistidine,1.0,"(1.0, 1.0)","(1.0, 1.0)","(1.0, 1.0)"
N-acetylhistamine,1.0,"(1.0, 1.0)","(1.0, 1.0)","(1.0, 1.0)"
N-acetylglycine,1.0,"(1.0, 1.0)","(1.0, 1.0)","(1.0, 1.0)"
N-acetylglutamine,1.0,"(1.0, 1.0)","(1.0, 1.0)","(1.0, 1.0)"
N-acetylglutamate,1.0,"(1.0, 1.0)","(1.0, 1.0)","(1.0, 1.0)"
N-acetylglucosaminylasparagine,1.0,"(1.0, 1.0)","(1.0, 1.0)","(1.0, 1.0)"
N-acetylglucosamine/N-acetylgalactosamine,1.0,"(1.0, 1.0)","(1.0, 1.0)","(1.0, 1.0)"
N-acetylglucosamine conjugate of C24H40O4 bile acid,1.0,"(1.0, 1.0)","(1.0, 1.0)","(1.0, 1.0)"
N-acetylglucosamine conjugate of C24H38O4 bile acid,1.0,"(1.0, 1.0)","(1.0, 1.0)","(1.0, 1.0)"
N-acetylglucosamine 6-sulfate,1.0,"(1.0, 1.0)","(1.0, 1.0)","(1.0, 1.0)"
N-acetylcitrulline,1.0,"(1.0, 0.87950151)","(1.0, 0.95523299)","(1.0, 1.0)"
N-acetylcarnosine,1.0,"(1.0, 1.0)","(1.0, 1.0)","(1.0, 1.0)"
N-acetylaspartate (NAA),1.0,"(1.0, 1.0)","(1.0, 1.0)","(1.0, 1.0)"
N-acetylasparagine,1.0,"(1.0, 1.0)","(1.0, 1.0)","(1.0, 1.0)"
N-acetylalliin,1.0,"(1.0, 1.0)","(1.0, 1.0)","(1.0, 1.0)"
GlcNAc sulfate conjugate of C21H34O2 steroid,1.0,"(1.0, 1.0)","(1.0, 1.0)","(1.0, 1.0)"
Flavone derivative C26H28O14 (5)*,1.0,"(1.0, 1.0)","(1.0, 1.0)","(1.0, 1.0)"
Flavone derivative C26H28O14 (4)*,1.0,"(1.0, 1.0)","(1.0, 1.0)","(1.0, 1.0)"
"5alpha-pregnan-3beta,20beta-diol monosulfate (1)",1.0,"(1.0, 1.0)","(1.0, 1.0)","(1.0, 1.0)"
"5alpha-pregnan-3beta,20alpha-diol monosulfate (2)",1.0,"(1.0, 1.0)","(1.0, 1.0)","(1.0, 1.0)"
"5alpha-pregnan-3beta,20alpha-diol monosulfate (1)",1.0,"(1.0, 1.0)","(1.0, 1.0)","(1.0, 1.0)"
"5alpha-pregnan-3beta,20alpha-diol disulfate",1.0,"(1.0, 1.0)","(1.0, 1.0)","(1.0, 1.0)"
"5alpha-androstan-3beta,17beta-diol monosulfate (2)",1.0,"(1.0, 1.0)","(1.0, 1.0)","(1.0, 1.0)"
"5alpha-androstan-3beta,17beta-diol monosulfate (1)",1.0,"(1.0, 1.0)","(1.0, 1.0)","(1.0, 1.0)"
"5alpha-androstan-3beta,17beta-diol disulfate",1.0,"(1.0, 1.0)","(1.0, 1.0)","(1.0, 1.0)"
"5alpha-androstan-3beta,17alpha-diol monosulfate (1)",1.0,"(1.0, 1.0)","(1.0, 1.0)","(1.0, 1.0)"
"5alpha-androstan-3beta,17alpha-diol disulfate",1.0,"(1.0, 1.0)","(1.0, 1.0)","(1.0, 1.0)"
"5alpha-androstan-3alpha,17beta-diol monosulfate (1)",1.0,"(1.0, 1.0)","(1.0, 1.0)","(1.0, 1.0)"
"5alpha-androstan-3alpha,17beta-diol disulfate",1.0,"(1.0, 1.0)","(1.0, 1.0)","(1.0, 1.0)"
"5alpha-androstan-3alpha,17alpha-diol disulfate",1.0,"(1.0, 1.0)","(1.0, 1.0)","(1.0, 1.0)"
5-oxoproline,1.0,"(1.0, 1.0)","(1.0, 1.0)","(1.0, 1.0)"
5-methyluridine (ribothymidine),1.0,"(1.0, 1.0)","(1.0, 1.0)","(1.0, 1.0)"
5-methylthioribose,1.0,"(1.0, 1.0)","(1.0, 1.0)","(1.0, 1.0)"
5-methylthioadenosine (MTA),1.0,"(1.0, 1.0)","(1.0, 1.0)","(1.0, 1.0)"
5-methylnorleucine,1.0,"(1.0, 1.0)","(1.0, 1.0)","(1.0, 1.0)"
5alpha-pregnan-diol disulfate,1.0,"(1.0, 1.0)","(1.0, 1.0)","(1.0, 1.0)"
6'-sialyllactose,1.0,"(1.0, 1.0)","(1.0, 1.0)","(1.0, 1.0)"
6-hydroxyindole sulfate,1.0,"(1.0, 1.0)","(1.0, 1.0)","(1.0, 1.0)"
6-hydroxynicotinate,1.0,"(1.0, 1.0)","(1.0, 1.0)","(1.0, 1.0)"
Flavone derivative C26H28O14 (3)*,1.0,"(1.0, 1.0)","(1.0, 1.0)","(1.0, 1.0)"
Flavone derivative C26H28O14 (2)*,1.0,"(1.0, 1.0)","(1.0, 1.0)","(1.0, 1.0)"
D-urobilin,1.0,"(1.0, 1.0)","(1.0, 1.0)","(1.0, 1.0)"
CMP,1.0,"(1.0, 1.0)","(1.0, 1.0)","(1.0, 1.0)"
C-glycosyltryptophan,1.0,"(1.0, 1.0)","(1.0, 1.0)","(1.0, 1.0)"
"9,10-DiHOME sulfate",1.0,"(1.0, 1.0)","(1.0, 1.0)","(1.0, 1.0)"
"9,10-DiHOME",1.0,"(1.0, 1.0)","(1.0, 1.0)","(1.0, 1.0)"
8-methoxykynurenate,1.0,"(1.0, 1.0)","(1.0, 1.0)","(1.0, 1.0)"
N-acetylmethionine,1.0,"(1.0, 1.0)","(1.0, 1.0)","(1.0, 1.0)"
8-hydroxyoctanoate,1.0,"(1.0, 1.0)","(1.0, 1.0)","(1.0, 1.0)"
7-methylurate,1.0,"(1.0, 1.0)","(1.0, 1.0)","(1.0, 1.0)"
7-methylguanine,1.0,"(1.0, 1.0)","(1.0, 1.0)","(1.0, 1.0)"
7-ketolithocholate,1.0,"(1.0, 1.1737456)","(1.0, 1.1163897)","(1.0, 1.06109352)"
7-ketodeoxycholate,1.0,"(1.0, 1.0)","(1.0, 1.0)","(1.0, 1.0)"
7-ketocholesterol,1.0,"(1.0, 1.0)","(1.0, 1.0)","(1.0, 1.0)"
"7,12-diketolithocholate",1.0,"(1.0, 1.0)","(1.0, 1.0)","(1.0, 1.0)"
6-oxopiperidine-2-carboxylate,1.0,"(1.0, 1.0)","(1.0, 1.0)","(1.0, 1.0)"
6-oxolithocholate,1.0,"(1.0, 1.0)","(1.0, 1.0)","(1.0, 1.0)"
8-hydroxyguanine,1.0,"(1.0, 1.05601248)","(1.0, 1.03624127)","(1.0, 1.0)"
N-acetylmethionine sulfoxide,1.0,"(1.0, 1.0)","(1.0, 1.0)","(1.0, 1.0)"
N-acetylmuramate,1.0,"(1.0, 1.0)","(1.0, 1.0)","(1.0, 1.0)"
N-acetylneuraminate,1.0,"(1.0, 1.0)","(1.0, 1.0)","(1.0, 1.0)"
N1-methylinosine,1.0,"(1.0, 1.0)","(1.0, 1.0)","(1.0, 1.0)"
N1-Methyl-2-pyridone-5-carboxamide,1.0,"(1.0, 1.0)","(1.0, 1.0)","(1.0, 1.0)"
"N1,N12-diacetylspermine",1.0,"(1.0, 1.0)","(1.0, 1.0)","(1.0, 1.0)"
"N1,N10-dicoumaroylspermidine",1.0,"(1.0, 1.0)","(1.0, 1.0)","(1.0, 1.0)"
N-succinyl-phenylalanine,1.0,"(1.0, 1.0)","(1.0, 1.0)","(1.0, 1.0)"
N-succinyl-leucine,1.0,"(1.0, 1.0)","(1.0, 1.0)","(1.0, 1.0)"
N-stearoyltaurine,1.0,"(1.0, 1.1336018)","(1.0, 1.11226669)","(1.0, 1.05348109)"
N-stearoyl-sphingosine (d18:1/18:0)*,1.0,"(1.0, 1.0)","(1.0, 1.0)","(1.0, 1.0)"
N-stearoyl-sphinganine (d18:0/18:0)*,1.0,"(1.0, 1.0)","(1.0, 1.0)","(1.0, 1.0)"
