#Scan#,Adduct,CAS_Number,Charge,Compound_Name,Compound_Source,Data_Collector,ExactMass,FileScanUniqueID,INCHI,INCHI_AUX,Instrument,IonMode,Ion_Source,LibMZ,LibraryName,LibraryQualityString,Library_Class,MQScore,MZErrorPPM,MassDiff,MoleculeExplorerDatasets,MoleculeExplorerFiles,NumberHits,Organism,PI,Precursor_MZ,Pubmed_ID,RT_Query,SharedPeaks,Smiles,SpecCharge,SpecMZ,SpectrumFile,SpectrumID,TIC_Query,UpdateWorkflowName,tags
1134115,[M+H],497155-61-0,1,"ReSpect:PS112704 glucocerebrosides|Glucosyl (E,E)N(2-hydroxyhexadecanoyl)sphing-4,8-dienine",Isolated,ReSpect,0,spectra/specs_ms.pklbin1134115,N/A,N/A,Flow-injection QqQ/MS,Positive,ESI,715.04,lib-00009.mgf,Bronze,3,0.800423,682.446,0.487976,99,6368,1,RESPECT,Putative ReSpect Match,715.04,N/A,510.486,10,no data,0,714.552,spectra/specs_ms.pklbin,CCMSLIB00000219857,199729,UPDATE-SINGLE-ANNOTATED-BRONZE, 
1143094,M+K,N/A,1,Phosphatidylethanolamine (16:0/16:1) Abbr:PPoPE,Crude,J Watrous,689.5,spectra/specs_ms.pklbin1143094,"InChI=1S/C37H72NO8P/c1-3-5-7-9-11-13-15-17-19-21-23-25-27-29-36(39)43-33-35(34-45-47(41,42)44-32-31-38)46-37(40)30-28-26-24-22-20-18-16-14-12-10-8-6-4-2/h14,16,35H,3-13,15,17-34,38H2,1-2H3,(H,41,42)/b16-14-/t35-/m1/s1",N/A,qTof,Positive,DI-ESI,728.469,lib-00013.mgf,Bronze,3,0.711647,1368.64,0.997009,0,0,1,GNPS-LIBRARY,Dorrestein,728.469,N/A,619.936,8,N/A,0,727.472,spectra/specs_ms.pklbin,CCMSLIB00000072170,3849.49,UPDATE-SINGLE-ANNOTATED-BRONZE, 
1146759,M+H,n/a,1,"NCGC00347509-02!(2E,6E)-3,7,11,15,19,23,27,31,35-nonamethylhexatriaconta-2,6,34-triene-1,11,15,19,23,27,31-heptol",isolated,lfnothias,738.637,spectra/specs_ms.pklbin1146759,"InChI=1S/C45H86O7/c1-37(2)19-12-24-40(5,47)26-14-28-42(7,49)30-16-32-44(9,51)34-18-35-45(10,52)33-17-31-43(8,50)29-15-27-41(6,48)25-13-22-38(3)20-11-21-39(4)23-36-46/h19-20,23,46-52H,11-18,21-22,24-36H2,1-10H3/b38-20+,39-23+",N/A,Maxis II HD Q-TOF Bruker,positive,LC-ESI,739.644,lib-00002.mgf,Gold,1,0.850838,1.40283,0.0010376,8,25,1,GNPS-NIH-NATURALPRODUCTSLIBRARY_ROUND2_POSITIVE,Jadhav/Dorrestein,739.644,n/a,346.169,30,CC(C)=CCCC(C)(O)CCCC(C)(O)CCCC(C)(O)CCCC(C)(O)CCCC(C)(O)CCCC(C)(O)CCC\C(C)=C\CC\C(C)=C\CO,0,739.645,spectra/specs_ms.pklbin,CCMSLIB00000848943,3233.34,UPDATE-SINGLE-ANNOTATED-GOLD, 
11487,M+H-H2O,530574,1,Spectral Match to Syringic acid from NIST14,Isolated,Data deposited by pmallard,0,spectra/specs_ms.pklbin11487,N/A,N/A,HCD,Positive,ESI,181.049,lib-00031.mgf,Bronze,3,0.772506,49.7251,0.00900269,26,1698,1,GNPS-NIST14-MATCHES,Data from Wolfender/Litaudon,181.049,N/A,163.573,5,N/A,0,181.04,spectra/specs_ms.pklbin,CCMSLIB00003138444,82929.7,UPDATE-SINGLE-ANNOTATED-BRONZE, 
1150900,M+H,N/A,1,Methylprednisolone,Isolated,Ed Esquenazi ,0,spectra/specs_ms.pklbin1150900,N/A,N/A,qTof,Positive,LC-ESI,749.428,lib-00008.mgf,Bronze,3,0.782385,197.498,0.14801,7,615,1,GNPS-SELLECKCHEM-FDA-PART1,Sirenas,749.428,N/A,464.548,8,N/A,0,749.576,spectra/specs_ms.pklbin,CCMSLIB00000004252,232220,UPDATE-SINGLE-ANNOTATED-BRONZE, 
1150924,M+H,N/A,1,Methylprednisolone,Isolated,Ed Esquenazi ,0,spectra/specs_ms.pklbin1150924,N/A,N/A,qTof,Positive,LC-ESI,749.428,lib-00008.mgf,Bronze,3,0.701715,190.819,0.143005,7,615,1,GNPS-SELLECKCHEM-FDA-PART1,Sirenas,749.428,N/A,376.117,7,N/A,0,749.571,spectra/specs_ms.pklbin,CCMSLIB00000004252,19445.8,UPDATE-SINGLE-ANNOTATED-BRONZE, 
1150928,M+H,N/A,1,Ursodiol,Isolated,Ed Esquenazi ,0,spectra/specs_ms.pklbin1150928,N/A,N/A,qTof,Positive,LC-ESI,749.571,lib-00008.mgf,Bronze,3,0.780568,0,0,45,2170,1,GNPS-SELLECKCHEM-FDA-PART1,Sirenas,749.571,N/A,291.857,9,N/A,0,749.571,spectra/specs_ms.pklbin,CCMSLIB00000005525,12445.7,UPDATE-SINGLE-ANNOTATED-BRONZE, 
11512,M+H,458366,1,Spectral Match to Coniferyl aldehyde from NIST14,Isolated,Data deposited by aaksenov,0,spectra/specs_ms.pklbin11512,N/A,N/A,IT/ion trap,Positive,ESI,179.07,lib-00031.mgf,Bronze,3,0.943601,5.53873,0.000991821,9,567,1,GNPS-NIST14-MATCHES,Data from Rob Knight,179.07,N/A,171.518,6,N/A,0,179.071,spectra/specs_ms.pklbin,CCMSLIB00003134599,79756,UPDATE-SINGLE-ANNOTATED-BRONZE, 
11517,M+H,458366,1,Spectral Match to Coniferyl aldehyde from NIST14,Isolated,Data deposited by aaksenov,0,spectra/specs_ms.pklbin11517,N/A,N/A,IT/ion trap,Positive,ESI,179.07,lib-00031.mgf,Bronze,3,0.88304,5.53873,0.000991821,9,567,1,GNPS-NIST14-MATCHES,Data from Rob Knight,179.07,N/A,170.403,5,N/A,0,179.071,spectra/specs_ms.pklbin,CCMSLIB00003134599,50937.5,UPDATE-SINGLE-ANNOTATED-BRONZE, 
11519,[M-H]-,N/A,1,MoNA:2236949 3-Amino-3-(4-hydroxyphenyl)propionate,isolated,MoNA,0,spectra/specs_ms.pklbin11519,"InChI=1S/C9H11NO3/c10-8(5-9(12)13)6-1-3-7(11)4-2-6/h1-4,8,11H,5,10H2,(H,12,13)",N/A,LC-ESI-QQ, ,LC-ESI-QQ,180,lib-00028.mgf,Bronze,3,0.813962,5166.63,0.929993,0,0,1,MONA,MoNA,180,N/A,170.806,5,N/A,0,179.07,spectra/specs_ms.pklbin,CCMSLIB00000573924,3844.99,UPDATE-SINGLE-ANNOTATED-BRONZE, 
11532,[M+H]+,83-67-0,1,Massbank:KO004122 Theobromine,Isolated,Massbank,0,spectra/specs_ms.pklbin11532,"1S/C7H8N4O2/c1-10-3-8-5-4(10)6(12)9-7(13)11(5)2/h3H,1-2H3,(H,9,12,13)",N/A,LC-ESI-QQ,Positive,ESI,181,lib-00004.mgf,Bronze,3,0.762476,10662.9,1.92999,0,0,1,MASSBANK,Putative Massbank Match,181,N/A,171.867,5,O=C(N1)N(C)c(n2)c(n(C)c2)C(=O)1,0,179.07,spectra/specs_ms.pklbin,CCMSLIB00000220764,3772.06,UPDATE-SINGLE-ANNOTATED-BRONZE, 
1155835,M+Na,N/A,1,euphodendroidin N,isolated,Esposito,757.284,spectra/specs_ms.pklbin1155835, , ,qTof,Positive,LC-ESI,757.284,lib-00013.mgf,Gold,1,0.720558,2606.68,1.974,3,77,1,GNPS-LIBRARY,LITAUDON/TOUBOUL,757.284,N/A,287.668,17,C[C@@]1(OC(C)=O)C[C@](O)(C([C@@H](C)/C=C/C(C)(C)[C@H](OC(C)=O)[C@H](OC(C)=O)[C@@H](OC(C2=CC=CC=C2)=O)C([C@@H]3OC(C4=CC=CC=C4)=O)=C)=O)[C@]3([H])[C@H]1O,0,755.31,spectra/specs_ms.pklbin,CCMSLIB00000840325,198769,UPDATE-SINGLE-ANNOTATED-GOLD, 
1155850,M+Na,N/A,1,euphodendroidin N,isolated,Esposito,757.284,spectra/specs_ms.pklbin1155850, , ,qTof,Positive,LC-ESI,757.284,lib-00013.mgf,Gold,1,0.719719,2606.68,1.974,3,77,1,GNPS-LIBRARY,LITAUDON/TOUBOUL,757.284,N/A,285.311,16,C[C@@]1(OC(C)=O)C[C@](O)(C([C@@H](C)/C=C/C(C)(C)[C@H](OC(C)=O)[C@H](OC(C)=O)[C@@H](OC(C2=CC=CC=C2)=O)C([C@@H]3OC(C4=CC=CC=C4)=O)=C)=O)[C@]3([H])[C@H]1O,0,755.31,spectra/specs_ms.pklbin,CCMSLIB00000840325,176823,UPDATE-SINGLE-ANNOTATED-GOLD, 
1155856,M+Na,N/A,1,euphodendroidin N,isolated,Esposito,757.284,spectra/specs_ms.pklbin1155856, , ,qTof,Positive,LC-ESI,757.284,lib-00013.mgf,Gold,1,0.722531,2606.68,1.974,3,77,1,GNPS-LIBRARY,LITAUDON/TOUBOUL,757.284,N/A,286.918,17,C[C@@]1(OC(C)=O)C[C@](O)(C([C@@H](C)/C=C/C(C)(C)[C@H](OC(C)=O)[C@H](OC(C)=O)[C@@H](OC(C2=CC=CC=C2)=O)C([C@@H]3OC(C4=CC=CC=C4)=O)=C)=O)[C@]3([H])[C@H]1O,0,755.31,spectra/specs_ms.pklbin,CCMSLIB00000840325,243026,UPDATE-SINGLE-ANNOTATED-GOLD, 
1161490,M+H,n/a,1,"NCGC00169461-03![(2R,3R,4R,5R,6R)-6-[2-(3,4-dihydroxyphenyl)ethoxy]-5-hydroxy-4-[(2R,3R,4R,5R,6S)-3,4,5-trihydroxy-6-methyloxan-2-yl]oxy-2-[[(2R,3R,4R,5R,6S)-3,4,5-trihydroxy-6-methyloxan-2-yl]oxymethyl]oxan-3-yl] (E)-3-(3,4-dihydroxyphenyl)prop-2-enoate",isolated,lfnothias,770.263,spectra/specs_ms.pklbin1161490,"InChI=1S/C35H46O19/c1-14-24(41)26(43)28(45)33(50-14)49-13-22-31(53-23(40)8-5-16-3-6-18(36)20(38)11-16)32(54-35-29(46)27(44)25(42)15(2)51-35)30(47)34(52-22)48-10-9-17-4-7-19(37)21(39)12-17/h3-8,11-12,14-15,22,24-39,41-47H,9-10,13H2,1-2H3/b8-5+/t14-,15-,22+,24-,25-,26+,27+,28+,29+,30+,31+,32+,33+,34+,35-/m0/s1",N/A,Maxis II HD Q-TOF Bruker,positive,LC-ESI,771.27,lib-00002.mgf,Gold,1,0.857848,368.219,0.283997,6,235,1,GNPS-NIH-NATURALPRODUCTSLIBRARY_ROUND2_POSITIVE,Jadhav/Dorrestein,771.27,n/a,376.261,9,C[C@@H]1O[C@@H](OC[C@H]2O[C@@H](OCCC3=CC(O)=C(O)C=C3)[C@H](O)[C@@H](O[C@@H]4O[C@@H](C)[C@H](O)[C@@H](O)[C@H]4O)[C@@H]2OC(=O)\C=C\C5=CC(O)=C(O)C=C5)[C@H](O)[C@H](O)[C@H]1O,0,771.554,spectra/specs_ms.pklbin,CCMSLIB00000847225,15679.3,UPDATE-SINGLE-ANNOTATED-GOLD, 
11626,M+H,495692,1,Spectral Match to Hippuric acid from NIST14,Isolated,Data deposited by abouslimani,0,spectra/specs_ms.pklbin11626,N/A,N/A,QqQ,Positive,ESI,180.067,lib-00031.mgf,Bronze,3,0.937792,11.1009,0.0019989,6,178,1,GNPS-NIST14-MATCHES,Data from Maria Gloria Dominguez-Bello and Pieter Dorrestein,180.067,N/A,93.58,5,N/A,0,180.069,spectra/specs_ms.pklbin,CCMSLIB00003137595,28651.8,UPDATE-SINGLE-ANNOTATED-BRONZE, 
1166685,2M+H,83443,1,Spectral Match to Deoxycholic acid from NIST14,Isolated,Data deposited by quinnr,0,spectra/specs_ms.pklbin1166685,N/A,N/A,Q-TOF,Positive,ESI,785.594,lib-00031.mgf,Bronze,3,0.707999,1253.81,0.984985,103,11316,1,GNPS-NIST14-MATCHES,Data from Dorrestein,785.594,N/A,485.949,17,N/A,0,784.609,spectra/specs_ms.pklbin,CCMSLIB00003138541,8828.81,UPDATE-SINGLE-ANNOTATED-BRONZE, 
1167484,2M+H,83443,1,Spectral Match to Deoxycholic acid from NIST14,Isolated,Data deposited by aaksenov,0,spectra/specs_ms.pklbin1167484,N/A,N/A,Q-TOF,Positive,ESI,785.593,lib-00031.mgf,Bronze,3,0.94595,0,0,103,11316,1,GNPS-NIST14-MATCHES,Data from Karin,785.593,N/A,310.926,21,N/A,0,785.593,spectra/specs_ms.pklbin,CCMSLIB00003135382,243602,UPDATE-SINGLE-ANNOTATED-BRONZE, 
1167493,2M+H,83443,1,Spectral Match to Deoxycholic acid from NIST14,Isolated,Data deposited by aaksenov,0,spectra/specs_ms.pklbin1167493,N/A,N/A,Q-TOF,Positive,ESI,785.593,lib-00031.mgf,Bronze,3,0.72933,0,0,103,11316,1,GNPS-NIST14-MATCHES,Data from Karin,785.593,N/A,293.953,13,N/A,0,785.593,spectra/specs_ms.pklbin,CCMSLIB00003135382,16612.8,UPDATE-SINGLE-ANNOTATED-BRONZE, 
1176599,2M+Na, ,0,Mevastatin,Commercial,lfnothias,0,spectra/specs_ms.pklbin1176599, , ,Orbitrap,Positive,LC-ESI,803.471,lib-00013.mgf,Bronze,3,0.744261,2424.48,1.948,0,0,1,GNPS-LIBRARY,Dorrestein,803.471, ,299.627,7,CC[C@H](C)C(=O)O[C@H]1CCC=C2[C@H]1[C@H]([C@H](C=C2)C)CC[C@@H]3C[C@H](CC(=O)O3)O,0,801.523,spectra/specs_ms.pklbin,CCMSLIB00005435671,15771.5,UPDATE-SINGLE-ANNOTATED-BRONZE, 
11769,[M+H],331-39-5,1,"Massbank:PR040213 3,4-dihydroxycinnamic acid|Caffeic acid|(E)-3-(3,4-dihydroxyphenyl)prop-2-enoic acid",Isolated,Massbank,0,spectra/specs_ms.pklbin11769,"1S/C9H8O4/c10-7-3-1-6(5-8(7)11)2-4-9(12)13/h1-5,10-11H,(H,12,13)/b4-2-",N/A,LC-ESI-QTOF,Positive,ESI,181.1,lib-00004.mgf,Bronze,3,0.802947,5521.81,1,1,12,1,MASSBANK,Putative Massbank Match,181.1,N/A,31.983,6,OC(=O)C=Cc(c1)cc(O)c(O)c1,0,180.1,spectra/specs_ms.pklbin,CCMSLIB00000222808,6839.78,UPDATE-SINGLE-ANNOTATED-BRONZE, 
1179877,2M+Na,131204,1,Spectral Match to Diisooctyl phthalate from NIST14,Isolated,Data deposited by alchemistmatt,0,spectra/specs_ms.pklbin1179877,N/A,N/A,QqQ,Positive,ESI,803.542,lib-00031.mgf,Bronze,3,0.811227,2.5066,0.00201416,88,5710,1,GNPS-NIST14-MATCHES,Data from Katrina Waters;Yoshihiro Kawaoka;Richard Smith;Thomas Metz;Ralph Baric,803.542,N/A,296.905,5,N/A,0,803.544,spectra/specs_ms.pklbin,CCMSLIB00003135642,251331,UPDATE-SINGLE-ANNOTATED-BRONZE, 
1179878,2M+Na,131204,1,Spectral Match to Diisooctyl phthalate from NIST14,Isolated,Data deposited by alchemistmatt,0,spectra/specs_ms.pklbin1179878,N/A,N/A,QqQ,Positive,ESI,803.542,lib-00031.mgf,Bronze,3,0.859814,2.5066,0.00201416,88,5710,1,GNPS-NIST14-MATCHES,Data from Katrina Waters;Yoshihiro Kawaoka;Richard Smith;Thomas Metz;Ralph Baric,803.542,N/A,498.862,8,N/A,0,803.544,spectra/specs_ms.pklbin,CCMSLIB00003135642,14840.5,UPDATE-SINGLE-ANNOTATED-BRONZE, 
1181263,2M+Na,474-25-9,1,chenodeoxycholic acid,commercial,A. Jarmusch,392.293,spectra/specs_ms.pklbin1181263,"1S/C24H40O4/c1-14(4-7-21(27)28)17-5-6-18-22-19(9-11-24(17,18)3)23(2)10-8-16(25)12-15(23)13-20(22)26/h14-20,22,25-26H,4-13H2,1-3H3,(H,27,28)/t14?,15-,16+,17+,18-,19-,20+,22-,23?,24?/m0/s2",N/A,Orbitrap,Positive,ESI,807.575,lib-00001.mgf,Gold,1,0.809284,0,0,0,0,1,BILELIB19,Dorrestein,807.575,N/A,314.372,5,C[C@H](CCC(=O)O)[C@H]1CC[C@@H]2[C@@]1(CC[C@H]3[C@H]2[C@@H](C[C@H]4[C@@]3(CC[C@H](C4)O)C)O)C,0,807.575,spectra/specs_ms.pklbin,CCMSLIB00005435505,49953.1,UPDATE-SINGLE-ANNOTATED-GOLD, 
11815,[M+H]+,N/A,1,Xanthopterin,isolated,MoNA:VF-NPL-QEHF026224,0,spectra/specs_ms.pklbin11815,"InChI=1S/C6H5N5O2/c7-6-10-4-3(5(13)11-6)9-2(12)1-8-4/h1H,(H,9,12)(H3,7,8,10,11,13)",N/A,ESI-QFT,positive,N/A,180.052,lib-00028.mgf,Bronze,3,0.701935,4898.61,0.882004,0,0,1,MONA,MoNA,180.052,N/A,219.431,5,N/A,0,180.934,spectra/specs_ms.pklbin,CCMSLIB00004717287,4568.05,UPDATE-SINGLE-ANNOTATED-BRONZE, 
1184779,2M+H,81254,1,Spectral Match to Cholic acid from NIST14,Isolated,Data deposited by quinnr,0,spectra/specs_ms.pklbin1184779,N/A,N/A,QqQ,Positive,ESI,817.583,lib-00031.mgf,Bronze,3,0.947754,0,0,172,16159,1,GNPS-NIST14-MATCHES,Data from Dorrestein,817.583,N/A,248.944,21,N/A,0,817.583,spectra/specs_ms.pklbin,CCMSLIB00003137634,101121,UPDATE-SINGLE-ANNOTATED-BRONZE, 
1184922,M+H, ,0,Tuni-03 14:0,Crude,Senges,0,spectra/specs_ms.pklbin1184922, , ,qTof,Positive,LC-ESI,819.428,lib-00013.mgf,Bronze,3,0.710149,7.29954,0.00598145,1,2,1,GNPS-LIBRARY,Bandow,819.428, ,270.54,17, ,0,819.422,spectra/specs_ms.pklbin,CCMSLIB00003739965,3141.77,UPDATE-SINGLE-ANNOTATED-BRONZE, 
11896,M+H-H2O,530574,1,Spectral Match to Syringic acid from NIST14,Isolated,Data deposited by pmallard,0,spectra/specs_ms.pklbin11896,N/A,N/A,HCD,Positive,ESI,181.049,lib-00031.mgf,Bronze,3,0.734268,5.56247,0.00100708,26,1698,1,GNPS-NIST14-MATCHES,Data from Wolfender/Litaudon,181.049,N/A,163.021,5,N/A,0,181.05,spectra/specs_ms.pklbin,CCMSLIB00003138444,27405.4,UPDATE-SINGLE-ANNOTATED-BRONZE, 
1191609,M+H, ,0,Tunicamycin VI,Crude,Senges,832.432,spectra/specs_ms.pklbin1191609,"1S/C38H64N4O16/c1-19(2)13-11-9-7-5-4-6-8-10-12-14-24(46)40-27-31(51)28(48)22(55-37(27)58-36-26(39-20(3)44)30(50)29(49)23(18-43)56-36)17-21(45)34-32(52)33(53)35(57-34)42-16-15-25(47)41-38(42)54/h15-16,19,21-23,26-37,43,45,48-53H,4-14,17-18H2,1-3H3,(H,39,44)(H,40,46)(H,41,47,54)/t21-,22-,23-,26-,27-,28+,29-,30-,31-,32+,33-,34-,35-,36-,37+/m1/s1", ,qTof,Positive,LC-ESI,833.435,lib-00013.mgf,Bronze,3,0.790939,4.83339,0.00402832,2,25,1,GNPS-LIBRARY,Bandow,833.435, ,284.494,22,CC(C)CCCCCCCCCCCC(=O)NC1C(C(C(OC1OC2C(C(C(C(O2)CO)O)O)NC(=O)C)CC(C3C(C(C(O3)N4C=CC(=O)NC4=O)O)O)O)O)O,0,833.439,spectra/specs_ms.pklbin,CCMSLIB00003739963,21409.7,UPDATE-SINGLE-ANNOTATED-BRONZE, 
1191853,M+H, ,0,MS_Contaminant_Sodium_Formate_Cluster,Crude,AMelnik,68.007,spectra/specs_ms.pklbin1191853, , ,qTof,Positive,LC-ESI,838.835,lib-00013.mgf,Bronze,3,0.785812,214.575,0.179993,146,13719,1,GNPS-LIBRARY,PDorrestein,838.835, ,577.759,7, ,0,838.655,spectra/specs_ms.pklbin,CCMSLIB00000424739,251767,UPDATE-SINGLE-ANNOTATED-BRONZE, 
1191857,2M+NH4,81-25-4,1,Cholic acid,Commercial,Robin Schmid,408.288,spectra/specs_ms.pklbin1191857,"InChI=1S/C24H40O5/c1-13(4-7-21(28)29)16-5-6-17-22-18(12-20(27)24(16,17)3)23(2)9-8-15(25)10-14(23)11-19(22)26/h13-20,22,25-27H,4-12H2,1-3H3,(H,28,29)/t13-,14+,15-,16-,17+,18+,19-,20+,22+,23+,24-/m1/s1",BHQCQFFYRZLCQQ-OELDTZBJSA-N,qTof,Positive,LC-ESI,834.609,lib-00013.mgf,Bronze,3,0.924717,21.5734,0.0180054,132,10171,1,GNPS-LIBRARY,Uwe Karst,834.609, ,271.396,24,[H][C@@]12C[C@H](O)CC[C@]1(C)[C@@]1([H])C[C@H](O)[C@]3(C)[C@]([H])(CC[C@@]3([H])[C@]1([H])[C@H](O)C2)[C@H](C)CCC(O)=O,0,834.627,spectra/specs_ms.pklbin,CCMSLIB00005435981,10579.1,UPDATE-SINGLE-ANNOTATED-BRONZE, 
1191874,M+H, ,0,MS_Contaminant_Sodium_Formate_Cluster,Crude,AMelnik,68.007,spectra/specs_ms.pklbin1191874, , ,qTof,Positive,LC-ESI,838.835,lib-00013.mgf,Bronze,3,0.764161,1641.58,1.37701,146,13719,1,GNPS-LIBRARY,PDorrestein,838.835, ,658.757,7, ,0,837.458,spectra/specs_ms.pklbin,CCMSLIB00000424739,242896,UPDATE-SINGLE-ANNOTATED-BRONZE, 
1192096,2M+Na,81-25-4,1,Cholic acid,Commercial,Robin Schmid,408.288,spectra/specs_ms.pklbin1192096,"InChI=1S/C24H40O5/c1-13(4-7-21(28)29)16-5-6-17-22-18(12-20(27)24(16,17)3)23(2)9-8-15(25)10-14(23)11-19(22)26/h13-20,22,25-27H,4-12H2,1-3H3,(H,28,29)/t13-,14+,15-,16-,17+,18+,19-,20+,22+,23+,24-/m1/s1",BHQCQFFYRZLCQQ-OELDTZBJSA-N,qTof,Positive,LC-ESI,839.563,lib-00013.mgf,Bronze,3,0.936671,2.39906,0.00201416,132,10171,1,GNPS-LIBRARY,Uwe Karst,839.563, ,271.102,23,[H][C@@]12C[C@H](O)CC[C@]1(C)[C@@]1([H])C[C@H](O)[C@]3(C)[C@]([H])(CC[C@@]3([H])[C@]1([H])[C@H](O)C2)[C@H](C)CCC(O)=O,0,839.565,spectra/specs_ms.pklbin,CCMSLIB00005435978,31775.1,UPDATE-SINGLE-ANNOTATED-BRONZE, 
1202100,M+H,n/a,1,C16 Lactosyl Ceramide (d18:1/16:0),Commercial,lfnothias,861.618,spectra/specs_ms.pklbin1202100,n/a,N/A,qTof,Positive,LC-ESI,862.625,lib-00024.mgf,Gold,1,0.881192,0,0,85,3130,1,GNPS-COLLECTIONS-MISC,Dorrestein/Wu,862.625,n/a,519.459,15,[H][C@](/C=C/CCCCCCCCCCCCC)(O)[C@@]([H])(NC(CCCCCCCCCCCCCCC)=O)CO[C@H](O1)[C@H](O)[C@@H](O)[C@@H]([C@H]1CO)O[C@H](O2)[C@H](O)[C@@H](O)[C@H]([C@H]2CO)O,0,862.625,spectra/specs_ms.pklbin,CCMSLIB00001058187,104031,UPDATE-SINGLE-ANNOTATED-GOLD, 
1205008,M+H,603-17-8,1,Pheophytin A,Crude,Don D. Nguyen,870.566,spectra/specs_ms.pklbin1205008,"InChI=1S/C55H74N4O5/c1-13-39-35(8)42-28-44-37(10)41(24-25-48(60)64-27-26-34(7)23-17-22-33(6)21-16-20-32(5)19-15-18-31(3)4)52(58-44)50-51(55(62)63-12)54(61)49-38(11)45(59-53(49)50)30-47-40(14-2)36(9)43(57-47)29-46(39)56-42/h13,26,28-33,37,41,51,58,61H,1,14-25,27H2,2-12H3/b34-26+,44-28?,46-29?,47-30?,52-50?/t32-,33-,37+,41+,51-/m1/s1", ,qTof,Positive,LC-ESI,871.593,lib-00013.mgf,Bronze,3,0.854047,403.846,0.35199,59,2943,1,GNPS-LIBRARY,Pieter C. Dorrestein,871.593, ,603.769,13, ,0,871.241,spectra/specs_ms.pklbin,CCMSLIB00000471426,245160,UPDATE-SINGLE-ANNOTATED-BRONZE, 
1205010,M+H,603-17-8,1,Pheophytin A,Crude,Don D. Nguyen,870.566,spectra/specs_ms.pklbin1205010,"InChI=1S/C55H74N4O5/c1-13-39-35(8)42-28-44-37(10)41(24-25-48(60)64-27-26-34(7)23-17-22-33(6)21-16-20-32(5)19-15-18-31(3)4)52(58-44)50-51(55(62)63-12)54(61)49-38(11)45(59-53(49)50)30-47-40(14-2)36(9)43(57-47)29-46(39)56-42/h13,26,28-33,37,41,51,58,61H,1,14-25,27H2,2-12H3/b34-26+,44-28?,46-29?,47-30?,52-50?/t32-,33-,37+,41+,51-/m1/s1", ,qTof,Positive,LC-ESI,871.593,lib-00013.mgf,Bronze,3,0.85349,41.316,0.0360107,59,2943,1,GNPS-LIBRARY,Pieter C. Dorrestein,871.593, ,607.213,12, ,0,871.629,spectra/specs_ms.pklbin,CCMSLIB00000471426,97701.1,UPDATE-SINGLE-ANNOTATED-BRONZE, 
1205012,M+H,603-17-8,1,Pheophytin A,Crude,Don D. Nguyen,870.566,spectra/specs_ms.pklbin1205012,"InChI=1S/C55H74N4O5/c1-13-39-35(8)42-28-44-37(10)41(24-25-48(60)64-27-26-34(7)23-17-22-33(6)21-16-20-32(5)19-15-18-31(3)4)52(58-44)50-51(55(62)63-12)54(61)49-38(11)45(59-53(49)50)30-47-40(14-2)36(9)43(57-47)29-46(39)56-42/h13,26,28-33,37,41,51,58,61H,1,14-25,27H2,2-12H3/b34-26+,44-28?,46-29?,47-30?,52-50?/t32-,33-,37+,41+,51-/m1/s1", ,qTof,Positive,LC-ESI,871.593,lib-00013.mgf,Bronze,3,0.707903,188.163,0.164001,59,2943,1,GNPS-LIBRARY,Pieter C. Dorrestein,871.593, ,547.228,11, ,0,871.757,spectra/specs_ms.pklbin,CCMSLIB00000471426,161688,UPDATE-SINGLE-ANNOTATED-BRONZE, 
1205015,M+H,603-17-8,1,Pheophytin A,Crude,Don D. Nguyen,870.566,spectra/specs_ms.pklbin1205015,"InChI=1S/C55H74N4O5/c1-13-39-35(8)42-28-44-37(10)41(24-25-48(60)64-27-26-34(7)23-17-22-33(6)21-16-20-32(5)19-15-18-31(3)4)52(58-44)50-51(55(62)63-12)54(61)49-38(11)45(59-53(49)50)30-47-40(14-2)36(9)43(57-47)29-46(39)56-42/h13,26,28-33,37,41,51,58,61H,1,14-25,27H2,2-12H3/b34-26+,44-28?,46-29?,47-30?,52-50?/t32-,33-,37+,41+,51-/m1/s1", ,qTof,Positive,LC-ESI,871.593,lib-00013.mgf,Bronze,3,0.796073,388.931,0.338989,59,2943,1,GNPS-LIBRARY,Pieter C. Dorrestein,871.593, ,600.888,13, ,0,871.932,spectra/specs_ms.pklbin,CCMSLIB00000471426,244400,UPDATE-SINGLE-ANNOTATED-BRONZE, 
1205033,M+H,603-17-8,1,Pheophytin A,Crude,Don D. Nguyen,870.566,spectra/specs_ms.pklbin1205033,"InChI=1S/C55H74N4O5/c1-13-39-35(8)42-28-44-37(10)41(24-25-48(60)64-27-26-34(7)23-17-22-33(6)21-16-20-32(5)19-15-18-31(3)4)52(58-44)50-51(55(62)63-12)54(61)49-38(11)45(59-53(49)50)30-47-40(14-2)36(9)43(57-47)29-46(39)56-42/h13,26,28-33,37,41,51,58,61H,1,14-25,27H2,2-12H3/b34-26+,44-28?,46-29?,47-30?,52-50?/t32-,33-,37+,41+,51-/m1/s1", ,qTof,Positive,LC-ESI,871.593,lib-00013.mgf,Bronze,3,0.812884,1232.2,1.07397,59,2943,1,GNPS-LIBRARY,Pieter C. Dorrestein,871.593, ,547.005,14, ,0,872.667,spectra/specs_ms.pklbin,CCMSLIB00000471426,246954,UPDATE-SINGLE-ANNOTATED-BRONZE, 
