,Median OR,95% Interval,90% Interval,75% Interval
desmethylcitalopram*,1.0,"(1.0, 1.0)","(1.0, 1.0)","(1.0, 1.0)"
deoxymugineic acid,1.0,"(1.0, 1.0)","(1.0, 1.0)","(1.0, 1.0)"
deoxycholic acid glucuronide,1.0,"(1.0, 1.0)","(1.0, 1.0)","(1.0, 1.0)"
deoxycholic acid 3-sulfate,1.0,"(1.0, 1.0)","(1.0, 1.0)","(1.0, 1.0)"
deoxycholic acid 12-sulfate*,1.0,"(1.0, 1.0)","(1.0, 1.0)","(1.0, 1.0)"
deoxycholate,1.0,"(1.0, 1.0)","(1.0, 1.0)","(1.0, 1.0)"
deoxycarnitine,1.0,"(1.0, 1.0)","(1.0, 1.0)","(1.0, 1.0)"
delta-tocopherol,1.0,"(1.0, 1.0)","(1.0, 1.0)","(1.0, 1.0)"
dehydrophytosphingosine*,1.0,"(1.0, 1.0)","(1.0, 1.0)","(1.0, 1.0)"
dehydrolithocholate,1.0,"(1.0, 1.0)","(1.0, 1.0)","(1.0, 1.0)"
dehydroepiandrosterone sulfate (DHEA-S),1.0,"(1.0, 1.0)","(1.0, 1.0)","(1.0, 1.0)"
dehydrocholic acid,1.0,"(1.0, 1.0)","(1.0, 1.0)","(1.0, 1.0)"
decadienedioic acid (C10:2-DC),1.0,"(1.0, 1.0)","(1.0, 1.0)","(1.0, 1.0)"
darunavir,1.0,"(1.0, 1.0)","(1.0, 1.0)","(1.0, 1.0)"
daidzein sulfate (2),1.0,"(1.0, 1.0)","(1.0, 1.0)","(1.0, 1.0)"
daidzein,1.0,"(1.0, 1.0)","(1.0, 1.0)","(1.0, 1.0)"
dexpanthenol,1.0,"(1.0, 1.0)","(1.0, 1.0)","(1.0, 1.0)"
dextromethorphan,1.0,"(1.0, 1.0)","(1.0, 1.0)","(1.0, 1.0)"
diacetylspermidine*,1.0,"(1.0, 1.0)","(1.0, 1.0)","(1.0, 1.0)"
"diacylglycerol (16:1/18:2 [2], 16:0/18:3 [1])*",1.0,"(1.0, 1.0)","(1.0, 1.0)","(1.0, 1.0)"
dimethylarginine (ADMA + SDMA),1.0,"(1.0, 1.0)","(1.0, 1.0)","(1.0, 1.0)"
dimethyl sulfone,1.0,"(1.0, 1.0)","(1.0, 1.0)","(1.0, 1.0)"
diltiazem,1.0,"(1.0, 1.0)","(1.0, 1.0)","(1.0, 1.0)"
dihydroxyphenylalanine (L-DOPA),1.0,"(1.0, 1.0)","(1.0, 1.0)","(1.0, 1.0)"
dihydroquercetin,1.0,"(1.0, 1.0)","(1.0, 1.0)","(1.0, 1.0)"
dihydroorotate,1.0,"(1.0, 1.0)","(1.0, 1.0)","(1.0, 1.0)"
dihydrokaempferol,1.0,"(1.0, 1.0)","(1.0, 1.0)","(1.0, 1.0)"
dihydroferulic acid sulfate,1.0,"(1.0, 1.0)","(1.0, 1.0)","(1.0, 1.0)"
D-urobilin,1.0,"(1.0, 1.0)","(1.0, 1.0)","(1.0, 1.0)"
dihydroferulate,1.0,"(1.0, 1.0)","(1.0, 1.0)","(1.0, 1.0)"
dihydrocaffeate,1.0,"(1.0, 1.0)","(1.0, 1.0)","(1.0, 1.0)"
dihomolinolenate (20:3n3 or 3n6),1.0,"(1.0, 1.0)","(1.0, 1.0)","(1.0, 1.0)"
dihomolinoleate (20:2n6),1.0,"(1.0, 1.0)","(1.0, 1.0)","(1.0, 1.0)"
diglycerol,1.0,"(1.0, 1.0)","(1.0, 1.0)","(1.0, 1.0)"
digalacturonic acid,1.0,"(1.0, 1.0)","(1.0, 1.0)","(1.0, 1.0)"
digalactosylglycerol*,1.0,"(1.0, 1.0)","(1.0, 1.0)","(1.0, 1.0)"
dibutyl sulfosuccinate,1.0,"(1.0, 1.0)","(1.0, 1.0)","(1.0, 1.0)"
diaminopimelate,1.0,"(1.0, 1.0)","(1.0, 1.0)","(1.0, 1.0)"
dihydrocaffeate sulfate (2),1.0,"(1.0, 1.0)","(1.0, 1.0)","(1.0, 1.0)"
dimethylglycine,1.0,"(1.0, 1.0)","(1.0, 1.0)","(1.0, 1.0)"
cytosine,1.0,"(1.0, 1.0)","(1.0, 1.0)","(1.0, 1.0)"
"cytidine 2',3'-cyclic monophosphate",1.0,"(1.0, 1.0)","(1.0, 1.0)","(1.0, 1.0)"
coprostanol,1.0,"(1.0, 1.0)","(1.0, 1.0)","(1.0, 1.0)"
citrulline,1.0,"(1.0, 1.0)","(1.0, 1.0)","(1.0, 1.0)"
citrate,1.0,"(1.0, 1.58534175)","(1.0, 1.55690519)","(1.0, 1.04938051)"
citraconate/glutaconate,1.0,"(1.0, 1.0)","(1.0, 1.0)","(1.0, 1.0)"
citalopram/escitalopram,1.0,"(1.0, 1.0)","(1.0, 1.0)","(1.0, 1.0)"
citalopram propionate*,1.0,"(1.0, 1.0)","(1.0, 1.0)","(1.0, 1.0)"
cis-urocanate,1.0,"(1.0, 1.0)","(1.0, 1.0)","(1.0, 1.0)"
"cis-3,4-methyleneheptanoylglycine",1.0,"(1.0, 1.0)","(1.0, 1.0)","(1.0, 1.0)"
"cis-3,4-methyleneheptanoylcarnitine",1.0,"(1.0, 1.0)","(1.0, 1.0)","(1.0, 1.0)"
"cis-3,4-methyleneheptanoate",1.0,"(1.0, 1.0)","(1.0, 1.0)","(1.0, 1.0)"
ciprofloxacin,1.0,"(1.0, 1.0)","(1.0, 1.0)","(1.0, 1.0)"
cimetidine,1.0,"(1.0, 1.0)","(1.0, 1.0)","(1.0, 1.0)"
ciliatine (2-aminoethylphosphonate),1.0,"(1.0, 1.0)","(1.0, 1.0)","(1.0, 1.0)"
chrysoeriol,1.0,"(1.0, 1.0)","(1.0, 1.0)","(1.0, 1.0)"
chrysin,1.0,"(1.0, 1.0)","(1.0, 1.0)","(1.0, 1.0)"
phosphocholine,1.0,"(1.0, 1.0)","(1.0, 1.0)","(1.0, 1.0)"
choline,1.0,"(1.0, 1.0)","(1.0, 1.0)","(1.0, 1.0)"
cortisol,1.0,"(1.0, 1.0)","(1.0, 1.0)","(1.0, 1.0)"
cortolone glucuronide (1),1.0,"(1.0, 1.0)","(1.0, 1.0)","(1.0, 1.0)"
cotinine,1.0,"(1.0, 1.0)","(1.0, 1.0)","(1.0, 1.0)"
coumaroylquinate (1),1.0,"(1.0, 1.0)","(1.0, 1.0)","(1.0, 1.0)"
cytidine 2' or 3'-monophosphate (2' or 3'-CMP),1.0,"(1.0, 1.0)","(1.0, 1.0)","(1.0, 1.0)"
cytidine,1.0,"(1.0, 1.0)","(1.0, 1.0)","(1.0, 1.0)"
cystine,1.0,"(1.0, 1.0)","(1.0, 1.0)","(1.0, 1.0)"
cysteinylglycine disulfide*,1.0,"(1.0, 1.0)","(1.0, 1.0)","(1.0, 1.0)"
cysteinylglycine,1.0,"(1.0, 1.0)","(1.0, 1.0)","(1.0, 1.0)"
cysteine sulfinic acid,1.0,"(1.0, 1.0)","(1.0, 1.0)","(1.0, 1.0)"
cysteine s-sulfate,1.0,"(1.0, 1.0)","(1.0, 1.0)","(1.0, 1.0)"
cysteine,1.0,"(1.0, 1.0)","(1.0, 1.0)","(1.0, 1.0)"
CMP,1.0,"(1.0, 1.0)","(1.0, 1.0)","(1.0, 1.0)"
cyclobenzaprine,1.0,"(1.0, 1.0)","(1.0, 1.0)","(1.0, 1.0)"
curcumin,1.0,"(1.0, 1.0)","(1.0, 1.0)","(1.0, 1.0)"
cryptochlorogenic acid,1.0,"(1.0, 1.0)","(1.0, 1.0)","(1.0, 1.0)"
creatinine,1.0,"(1.0, 1.0)","(1.0, 1.0)","(1.0, 1.0)"
creatine,1.0,"(1.0, 1.0)","(1.0, 1.0)","(1.0, 1.0)"
coumaroylquinate (5),1.0,"(1.0, 1.0)","(1.0, 1.0)","(1.0, 1.0)"
coumaroylquinate (4),1.0,"(1.0, 1.0)","(1.0, 1.0)","(1.0, 1.0)"
coumaroylquinate (3),1.0,"(1.0, 1.0)","(1.0, 1.0)","(1.0, 1.0)"
coumaroylquinate (2),1.0,"(1.0, 1.0)","(1.0, 1.0)","(1.0, 1.0)"
cyclo(pro-sulfo-tyr)*,1.0,"(1.0, 1.0)","(1.0, 1.0)","(1.0, 1.0)"
dimethylmalonic acid,1.0,"(1.0, 1.0)","(1.0, 1.0)","(1.0, 1.0)"
diosmetin,1.0,"(1.0, 1.0)","(1.0, 1.0)","(1.0, 1.0)"
diosmin,1.0,"(1.0, 1.0)","(1.0, 1.0)","(1.0, 1.0)"
fucose,1.0,"(1.0, 1.0)","(1.0, 1.0)","(1.0, 1.0)"
fructosyllysine,1.0,"(1.0, 1.0)","(1.0, 1.0)","(1.0, 1.0)"
fructose,1.0,"(1.0, 1.0)","(1.0, 1.0)","(1.0, 1.0)"
formononetin,1.0,"(1.0, 1.0)","(1.0, 1.0)","(1.0, 1.0)"
formiminoglutamate,1.0,"(1.0, 1.0)","(1.0, 1.0)","(1.0, 1.0)"
fluconazole,1.0,"(1.0, 1.0)","(1.0, 1.0)","(1.0, 1.0)"
Flavone derivative C26H28O14 (5)*,1.0,"(1.0, 1.0)","(1.0, 1.0)","(1.0, 1.0)"
Flavone derivative C26H28O14 (4)*,1.0,"(1.0, 1.0)","(1.0, 1.0)","(1.0, 1.0)"
Flavone derivative C26H28O14 (3)*,1.0,"(1.0, 1.0)","(1.0, 1.0)","(1.0, 1.0)"
Flavone derivative C26H28O14 (2)*,1.0,"(1.0, 1.29524517)","(1.0, 1.11271169)","(1.0, 1.0)"
fexofenadine,1.0,"(1.0, 1.0)","(1.0, 1.0)","(1.0, 1.0)"
ferulylglycine (2),1.0,"(1.0, 1.0)","(1.0, 1.0)","(1.0, 1.0)"
ferulylglycine (1),1.0,"(1.0, 1.0)","(1.0, 1.0)","(1.0, 1.0)"
feruloylquinate (5),1.0,"(1.0, 1.0)","(1.0, 1.0)","(1.0, 1.0)"
feruloylquinate (4),1.0,"(1.0, 1.0)","(1.0, 1.0)","(1.0, 1.0)"
feruloylquinate (3),1.0,"(1.0, 1.0)","(1.0, 1.0)","(1.0, 1.0)"
feruloylquinate (2),1.0,"(1.0, 1.0)","(1.0, 1.0)","(1.0, 1.0)"
fucosterol,1.0,"(1.0, 1.0)","(1.0, 1.0)","(1.0, 1.0)"
fumarate,1.0,"(1.0, 1.0)","(1.0, 1.0)","(1.0, 1.0)"
furaneol sulfate,1.0,"(1.0, 1.0)","(1.0, 1.0)","(1.0, 1.0)"
furosemide,1.0,"(1.0, 1.0)","(1.0, 1.0)","(1.0, 1.0)"
gamma-glutamylisoleucine*,1.0,"(1.0, 1.0)","(1.0, 1.0)","(1.0, 1.0)"
gamma-glutamylhistidine,1.0,"(1.0, 1.0)","(1.0, 1.0)","(1.0, 1.0)"
gamma-glutamylglycine,1.0,"(1.0, 1.0)","(1.0, 1.0)","(1.0, 1.0)"
gamma-glutamylglutamine,1.0,"(1.0, 1.0)","(1.0, 1.0)","(1.0, 1.0)"
gamma-glutamylglutamate,1.0,"(1.0, 1.0)","(1.0, 1.0)","(1.0, 1.0)"
gamma-glutamylcysteine,1.0,"(1.0, 1.0)","(1.0, 1.0)","(1.0, 1.0)"
gamma-glutamylcitrulline*,1.0,"(1.0, 1.0)","(1.0, 1.0)","(1.0, 1.0)"
gamma-glutamylalanine,1.0,"(1.0, 1.0)","(1.0, 1.0)","(1.0, 1.0)"
feruloylquinate (1),1.0,"(1.0, 1.0)","(1.0, 1.0)","(1.0, 1.0)"
gamma-glutamyl-epsilon-lysine,1.0,"(1.0, 1.0)","(1.0, 1.0)","(1.0, 1.0)"
gamma-CEHC sulfate,1.0,"(1.0, 1.0)","(1.0, 1.0)","(1.0, 1.0)"
gamma-CEHC glucuronide*,1.0,"(1.0, 1.0)","(1.0, 1.0)","(1.0, 1.0)"
gamma-CEHC,1.0,"(1.0, 1.0)","(1.0, 1.0)","(1.0, 1.0)"
gamma-aminobutyrate (GABA),1.0,"(1.0, 0.65494763)","(1.0, 0.73066515)","(1.0, 0.8113141)"
galactosylglycerol,1.0,"(1.0, 1.0)","(1.0, 1.0)","(1.0, 1.0)"
galactonate,1.0,"(1.0, 1.0)","(1.0, 1.0)","(1.0, 1.0)"
galactitol (dulcitol),1.0,"(1.0, 0.89127701)","(1.0, 1.0)","(1.0, 1.0)"
gabapentin,1.0,"(1.0, 1.0)","(1.0, 1.0)","(1.0, 1.0)"
gamma-glutamyl-alpha-lysine,1.0,"(1.0, 1.0)","(1.0, 1.0)","(1.0, 1.0)"
ferulic acid 4-sulfate,1.0,"(1.0, 1.0)","(1.0, 1.0)","(1.0, 1.0)"
ferulate,1.0,"(1.0, 1.0)","(1.0, 1.0)","(1.0, 1.0)"
famotidine,1.0,"(1.0, 1.0)","(1.0, 1.0)","(1.0, 1.0)"
emtricitabine,1.0,"(1.0, 1.0)","(1.0, 1.0)","(1.0, 1.0)"
eicosenoylcarnitine (C20:1)*,1.0,"(1.0, 1.0)","(1.0, 1.0)","(1.0, 1.0)"
eicosenoate (20:1n9 or 1n11),1.0,"(1.0, 1.0)","(1.0, 1.0)","(1.0, 1.0)"
eicosapentaenoate (EPA; 20:5n3),1.0,"(1.0, 1.0)","(1.0, 1.0)","(1.0, 1.0)"
eicosanoylsphingosine (d20:1)*,1.0,"(1.0, 1.0)","(1.0, 1.0)","(1.0, 1.0)"
ectoine,1.0,"(1.0, 1.0)","(1.0, 1.0)","(1.0, 1.0)"
dopamine 3-O-sulfate,1.0,"(1.0, 1.0)","(1.0, 1.0)","(1.0, 1.0)"
dopamine,1.0,"(1.0, 1.0)","(1.0, 1.0)","(1.0, 1.0)"
enterodiol,1.0,"(1.0, 1.0)","(1.0, 1.0)","(1.0, 1.0)"
dodecenedioate (C12:1-DC)*,1.0,"(1.0, 1.0)","(1.0, 1.0)","(1.0, 1.0)"
docosapentaenoate (n6 DPA; 22:5n6),1.0,"(1.0, 1.0)","(1.0, 1.0)","(1.0, 1.0)"
docosapentaenoate (DPA; 22:5n3),1.0,"(1.0, 1.0)","(1.0, 1.0)","(1.0, 1.0)"
docosahexaenoylcarnitine (C22:6)*,1.0,"(1.0, 1.0)","(1.0, 1.0)","(1.0, 1.0)"
docosahexaenoate (DHA; 22:6n3),1.0,"(1.0, 1.0)","(1.0, 1.0)","(1.0, 1.0)"
docosadienoate (22:2n6),1.0,"(1.0, 1.0)","(1.0, 1.0)","(1.0, 1.0)"
dipicolinate,1.0,"(1.0, 1.0)","(1.0, 1.0)","(1.0, 1.0)"
diphenoxylate,1.0,"(1.0, 1.0)","(1.0, 1.0)","(1.0, 1.0)"
diphenhydramine,1.0,"(1.0, 1.0)","(1.0, 1.0)","(1.0, 1.0)"
dodecanedioate (C12),1.0,"(1.0, 1.0)","(1.0, 1.0)","(1.0, 1.0)"
cholic acid glucuronide,1.0,"(1.0, 1.0)","(1.0, 1.0)","(1.0, 1.0)"
enterolactone,1.0,"(1.0, 1.0)","(1.0, 1.0)","(1.0, 1.0)"
epiandrosterone sulfate,1.0,"(1.0, 1.0)","(1.0, 1.0)","(1.0, 1.0)"
etiocholanolone glucuronide,1.0,"(1.0, 1.0)","(1.0, 1.0)","(1.0, 1.0)"
ethylmalonate,1.0,"(1.0, 1.0)","(1.0, 1.0)","(1.0, 1.0)"
estrone 3-sulfate,1.0,"(1.0, 1.0)","(1.0, 1.0)","(1.0, 1.0)"
estriol 3-sulfate,1.0,"(1.0, 1.0)","(1.0, 1.0)","(1.0, 1.0)"
estriol 16-glucuronide,1.0,"(1.0, 1.0)","(1.0, 1.0)","(1.0, 1.0)"
estriol,1.0,"(1.0, 1.0)","(1.0, 1.0)","(1.0, 1.0)"
erythrose,1.0,"(1.0, 1.0)","(1.0, 1.0)","(1.0, 1.0)"
erythronate*,1.0,"(1.0, 1.0)","(1.0, 1.0)","(1.0, 1.0)"
enterolactone sulfate,1.0,"(1.0, 1.0)","(1.0, 1.0)","(1.0, 1.0)"
erythritol,1.0,"(1.0, 1.0)","(1.0, 1.0)","(1.0, 1.0)"
erucate (22:1n9),1.0,"(1.0, 1.0)","(1.0, 1.0)","(1.0, 1.0)"
eriodictyol,1.0,"(1.0, 1.0)","(1.0, 1.0)","(1.0, 1.0)"
eriocitrin,1.0,"(1.0, 1.0)","(1.0, 1.0)","(1.0, 1.0)"
ergothioneine,1.0,"(1.0, 1.0)","(1.0, 1.0)","(1.0, 1.0)"
ergosterol,1.0,"(1.0, 1.0)","(1.0, 1.0)","(1.0, 1.0)"
equol sulfate,1.0,"(1.0, 1.0)","(1.0, 1.0)","(1.0, 1.0)"
equol,1.0,"(1.0, 1.0)","(1.0, 1.0)","(1.0, 1.0)"
epicatechin,1.0,"(1.0, 1.0)","(1.0, 1.0)","(1.0, 1.0)"
erucoylcarnitine (C22:1)*,1.0,"(1.0, 1.0)","(1.0, 1.0)","(1.0, 1.0)"
5-HETE,1.0,"(1.0, 1.0)","(1.0, 1.0)","(1.0, 1.0)"
cholesterol,1.0,"(1.0, 1.0)","(1.0, 1.0)","(1.0, 1.0)"
cholate,1.0,"(1.0, 1.0)","(1.0, 1.0)","(1.0, 1.0)"
alpha-hydroxymetoprolol,1.0,"(1.0, 1.0)","(1.0, 1.0)","(1.0, 1.0)"
alpha-hydroxyisovalerate,1.0,"(1.0, 1.0)","(1.0, 1.0)","(1.0, 1.0)"
alpha-hydroxyisocaproate,1.0,"(1.0, 1.0)","(1.0, 1.0)","(1.0, 1.0)"
alpha-CEHC sulfate,1.0,"(1.0, 1.0)","(1.0, 1.0)","(1.0, 1.0)"
allo-threonine,1.0,"(1.0, 1.0)","(1.0, 1.0)","(1.0, 1.0)"
allantoin,1.0,"(1.0, 1.0)","(1.0, 1.0)","(1.0, 1.0)"
alanylleucine,1.0,"(1.0, 1.0)","(1.0, 1.0)","(1.0, 1.0)"
alanyl-glutamyl-meso-diaminopimelate,1.0,"(1.0, 1.0)","(1.0, 1.0)","(1.0, 1.0)"
alanine,1.0,"(1.0, 1.0)","(1.0, 1.0)","(1.0, 1.0)"
agmatine,1.0,"(1.0, 1.0)","(1.0, 1.0)","(1.0, 1.0)"
adrenate (22:4n6),1.0,"(1.0, 1.0)","(1.0, 1.0)","(1.0, 1.0)"
adipoylcarnitine (C6-DC),1.0,"(1.0, 1.0)","(1.0, 1.0)","(1.0, 1.0)"
adipate,1.0,"(1.0, 1.0)","(1.0, 1.0)","(1.0, 1.0)"
adenosine,1.0,"(1.0, 1.0)","(1.0, 1.0)","(1.0, 1.0)"
adenine,1.0,"(1.0, 1.0)","(1.0, 1.0)","(1.0, 1.0)"
aconitate [cis or trans],1.0,"(1.0, 1.0)","(1.0, 1.0)","(1.0, 1.0)"
acisoga,1.0,"(1.0, 1.0)","(1.0, 1.0)","(1.0, 1.0)"
alpha-ketoglutaramate*,1.0,"(1.0, 1.0)","(1.0, 1.0)","(1.0, 1.0)"
alpha-ketoglutarate,1.0,"(1.0, 1.0)","(1.0, 1.0)","(1.0, 1.0)"
alpha-tocopherol,1.0,"(1.0, 1.0)","(1.0, 1.0)","(1.0, 1.0)"
alpha-tocopherol acetate,1.0,"(1.0, 1.0)","(1.0, 1.0)","(1.0, 1.0)"
arachidate (20:0),1.0,"(1.0, 1.0)","(1.0, 1.0)","(1.0, 1.0)"
arabonate/xylonate,1.0,"(1.0, 1.0)","(1.0, 1.0)","(1.0, 1.0)"
arabitol/xylitol,1.0,"(1.0, 1.0)","(1.0, 1.0)","(1.0, 1.0)"
arabinose,1.0,"(1.0, 1.0)","(1.0, 1.0)","(1.0, 1.0)"
apiin,1.0,"(1.0, 1.0)","(1.0, 1.0)","(1.0, 1.0)"
apigenin sulfate (1),1.0,"(1.0, 1.0)","(1.0, 1.0)","(1.0, 1.0)"
apigenin,1.0,"(1.0, 1.0)","(1.0, 1.0)","(1.0, 1.0)"
anthranilate,1.0,"(1.0, 1.0)","(1.0, 1.0)","(1.0, 1.0)"
acetylcarnitine (C2),1.0,"(1.0, 1.0)","(1.0, 1.0)","(1.0, 1.0)"
anserine,1.0,"(1.0, 1.0)","(1.0, 1.0)","(1.0, 1.0)"
androsterone glucuronide,1.0,"(1.0, 1.0)","(1.0, 1.0)","(1.0, 1.0)"
"androstenediol (3beta,17beta) monosulfate (2)",1.0,"(1.0, 1.0)","(1.0, 1.0)","(1.0, 1.0)"
"androstenediol (3beta,17beta) monosulfate (1)",1.0,"(1.0, 1.0)","(1.0, 1.0)","(1.0, 1.0)"
"androstenediol (3beta,17beta) disulfate (2)",1.0,"(1.0, 1.0)","(1.0, 1.0)","(1.0, 1.0)"
"androstenediol (3beta,17beta) disulfate (1)",1.0,"(1.0, 1.0)","(1.0, 1.0)","(1.0, 1.0)"
"androstenediol (3alpha, 17alpha) monosulfate (2)",1.0,"(1.0, 1.0)","(1.0, 1.0)","(1.0, 1.0)"
amlodipine,1.0,"(1.0, 1.0)","(1.0, 1.0)","(1.0, 1.0)"
alpha-tocotrienol,1.0,"(1.0, 1.0)","(1.0, 1.0)","(1.0, 1.0)"
androsterone sulfate,1.0,"(1.0, 1.0)","(1.0, 1.0)","(1.0, 1.0)"
arachidonate (20:4n6),1.0,"(1.0, 1.0)","(1.0, 1.0)","(1.0, 1.0)"
acetylagmatine,1.0,"(1.0, 1.0)","(1.0, 1.0)","(1.0, 1.0)"
"9,10-DiHOME sulfate",1.0,"(1.0, 1.0)","(1.0, 1.0)","(1.0, 1.0)"
"5alpha-androstan-3beta,17beta-diol monosulfate (1)",1.0,"(1.0, 1.0)","(1.0, 1.0)","(1.0, 1.0)"
"5alpha-androstan-3beta,17beta-diol disulfate",1.0,"(1.0, 1.0)","(1.0, 1.0)","(1.0, 1.0)"
"5alpha-androstan-3beta,17alpha-diol monosulfate (1)",1.0,"(1.0, 1.0)","(1.0, 1.0)","(1.0, 1.0)"
"5alpha-androstan-3beta,17alpha-diol disulfate",1.0,"(1.0, 1.0)","(1.0, 1.0)","(1.0, 1.0)"
"5alpha-androstan-3alpha,17beta-diol monosulfate (1)",1.0,"(1.0, 1.0)","(1.0, 1.0)","(1.0, 1.0)"
"5alpha-androstan-3alpha,17beta-diol disulfate",1.0,"(1.0, 1.0)","(1.0, 1.0)","(1.0, 1.0)"
"5alpha-androstan-3alpha,17alpha-diol disulfate",1.0,"(1.0, 1.0)","(1.0, 1.0)","(1.0, 1.0)"
5-oxoproline,1.0,"(1.0, 1.0)","(1.0, 1.0)","(1.0, 1.0)"
5-methyluridine (ribothymidine),1.0,"(1.0, 0.64817147)","(1.0, 0.78560591)","(1.0, 0.96280922)"
5-methylthioribose,1.0,"(1.0, 1.0)","(1.0, 1.0)","(1.0, 1.0)"
5-methylthioadenosine (MTA),1.0,"(1.0, 1.0)","(1.0, 1.0)","(1.0, 1.0)"
5-methylnorleucine,1.0,"(1.0, 1.0)","(1.0, 1.0)","(1.0, 1.0)"
5-methylhexanoate (i7:0),1.0,"(1.0, 1.0)","(1.0, 1.0)","(1.0, 1.0)"
5-methylcytosine,1.0,"(1.0, 1.0)","(1.0, 1.0)","(1.0, 1.0)"
5-hydroxypicolinic acid,1.0,"(1.0, 1.0)","(1.0, 1.0)","(1.0, 1.0)"
5-hydroxymethylfurfural,1.0,"(1.0, 1.0)","(1.0, 1.0)","(1.0, 1.0)"
5-hydroxylysine,1.0,"(1.0, 1.0)","(1.0, 1.0)","(1.0, 1.0)"
"5alpha-androstan-3beta,17beta-diol monosulfate (2)",1.0,"(1.0, 1.0)","(1.0, 1.0)","(1.0, 1.0)"
"5alpha-pregnan-3beta,20alpha-diol disulfate",1.0,"(1.0, 1.0)","(1.0, 1.0)","(1.0, 1.0)"
"5alpha-pregnan-3beta,20alpha-diol monosulfate (1)",1.0,"(1.0, 1.0)","(1.0, 1.0)","(1.0, 1.0)"
"5alpha-pregnan-3beta,20alpha-diol monosulfate (2)",1.0,"(1.0, 1.0)","(1.0, 1.0)","(1.0, 1.0)"
"9,10-DiHOME",1.0,"(1.0, 1.0)","(1.0, 1.0)","(1.0, 1.0)"
8-methoxykynurenate,1.0,"(1.0, 1.48334549)","(1.0, 1.25721631)","(1.0, 1.14247847)"
8-hydroxyoctanoate,1.0,"(1.0, 1.0)","(1.0, 1.0)","(1.0, 1.0)"
8-hydroxyguanine,1.0,"(1.0, 1.0)","(1.0, 1.0)","(1.0, 1.0)"
7-methylxanthine,1.0,"(1.0, 1.0)","(1.0, 1.0)","(1.0, 1.0)"
7-methylurate,1.0,"(1.0, 1.0)","(1.0, 1.0)","(1.0, 1.0)"
7-methylguanine,1.0,"(1.0, 1.0)","(1.0, 1.0)","(1.0, 1.0)"
7-ketolithocholate,1.0,"(1.0, 1.0)","(1.0, 1.0)","(1.0, 1.0)"
acesulfame,1.0,"(1.0, 1.0)","(1.0, 1.0)","(1.0, 1.0)"
7-ketodeoxycholate,1.0,"(1.0, 1.0)","(1.0, 1.0)","(1.0, 1.0)"
"7,12-diketolithocholate",1.0,"(1.0, 1.0)","(1.0, 1.0)","(1.0, 1.0)"
6-oxopiperidine-2-carboxylate,1.0,"(1.0, 1.0)","(1.0, 1.0)","(1.0, 1.0)"
6-oxolithocholate,1.0,"(1.0, 1.0)","(1.0, 1.0)","(1.0, 1.0)"
6-hydroxynicotinate,1.0,"(1.0, 1.0)","(1.0, 1.0)","(1.0, 1.0)"
6-hydroxyindole sulfate,1.0,"(1.0, 1.0)","(1.0, 1.0)","(1.0, 1.0)"
6'-sialyllactose,1.0,"(1.0, 1.0)","(1.0, 1.0)","(1.0, 1.0)"
5alpha-pregnan-diol disulfate,1.0,"(1.0, 1.0)","(1.0, 1.0)","(1.0, 1.0)"
"5alpha-pregnan-3beta,20beta-diol monosulfate (1)",1.0,"(1.0, 1.0)","(1.0, 1.0)","(1.0, 1.0)"
7-ketocholesterol,1.0,"(1.0, 1.0)","(1.0, 1.0)","(1.0, 1.0)"
arachidonoyl ethanolamide,1.0,"(1.0, 1.0)","(1.0, 1.0)","(1.0, 1.0)"
arachidoyl ethanolamide (20:0)*,1.0,"(1.0, 1.0)","(1.0, 1.0)","(1.0, 1.0)"
arachidoylcarnitine (C20)*,1.0,"(1.0, 1.0)","(1.0, 1.0)","(1.0, 1.0)"
carboxyethyl-GABA,1.0,"(1.0, 1.0)","(1.0, 1.0)","(1.0, 1.0)"
carboxy-methyl-arginine,1.0,"(1.0, 1.0)","(1.0, 1.0)","(1.0, 1.0)"
caprylate (8:0),1.0,"(1.0, 1.0)","(1.0, 1.0)","(1.0, 1.0)"
caproate (6:0),1.0,"(1.0, 1.0)","(1.0, 1.0)","(1.0, 1.0)"
caprate (10:0),1.0,"(1.0, 1.0)","(1.0, 1.0)","(1.0, 1.0)"
campesterol,1.0,"(1.0, 1.0)","(1.0, 1.0)","(1.0, 1.0)"
calystegine A3,1.0,"(1.0, 1.0)","(1.0, 1.0)","(1.0, 1.0)"
caffeine,1.0,"(1.0, 1.0)","(1.0, 1.0)","(1.0, 1.0)"
caffeic acid sulfate,1.0,"(1.0, 1.0)","(1.0, 1.0)","(1.0, 1.0)"
caffeate,1.0,"(1.0, 1.0)","(1.0, 1.0)","(1.0, 1.0)"
cadaverine,1.0,"(1.0, 1.0)","(1.0, 1.0)","(1.0, 1.0)"
C-glycosyltryptophan,1.0,"(1.0, 1.06332416)","(1.0, 1.02336887)","(1.0, 1.0)"
butyrylputrescine/isobutyrylputrescine,1.0,"(1.0, 1.0)","(1.0, 1.0)","(1.0, 1.0)"
butyrylglycine (C4),1.0,"(1.0, 1.0)","(1.0, 1.0)","(1.0, 1.0)"
butyrylcarnitine (C4),1.0,"(1.0, 1.0)","(1.0, 1.0)","(1.0, 1.0)"
butyrate/isobutyrate (4:0),1.0,"(1.0, 1.0)","(1.0, 1.0)","(1.0, 1.0)"
bufotenine,1.0,"(1.0, 1.0)","(1.0, 1.0)","(1.0, 1.0)"
